x_mm,y_mm,thickness_mm
6.122448979591836427e+00,1.025641025641025728e+01,8.986587233138969566e+00
6.122448979591836427e+00,1.538461538461538680e+01,8.998909228022725415e+00
6.122448979591836427e+00,2.051282051282051455e+01,8.999821174359986742e+00
6.122448979591836427e+00,2.564102564102564230e+01,8.999933779059025696e+00
6.122448979591836427e+00,3.076923076923077360e+01,8.999943136137007471e+00
6.122448979591836427e+00,3.589743589743589780e+01,8.999893499056092594e+00
6.122448979591836427e+00,4.102564102564102910e+01,8.999621878472307657e+00
6.122448979591836427e+00,4.615384615384616041e+01,8.997921435678446045e+00
6.122448979591836427e+00,5.128205128205128460e+01,8.986112572295853695e+00
6.122448979591836427e+00,5.641025641025641590e+01,8.913008337172046325e+00
6.122448979591836427e+00,6.153846153846154721e+01,8.606616979953249924e+00
6.122448979591836427e+00,6.666666666666667140e+01,7.966376654934649082e+00
6.122448979591836427e+00,7.179487179487179560e+01,7.518806189931800610e+00
6.122448979591836427e+00,7.692307692307693401e+01,7.808643342977560131e+00
6.122448979591836427e+00,8.205128205128205821e+01,8.491400269108449805e+00
6.122448979591836427e+00,8.717948717948718240e+01,8.887745800279290620e+00
6.122448979591836427e+00,9.230769230769232081e+01,8.985252317941368361e+00
6.122448979591836427e+00,9.743589743589744501e+01,8.998581073199147795e+00
6.122448979591836427e+00,1.025641025641025692e+02,8.999876969936345006e+00
6.122448979591836427e+00,1.076923076923077076e+02,8.999988262574252218e+00
6.122448979591836427e+00,1.128205128205128318e+02,8.999998525285432649e+00
6.122448979591836427e+00,1.179487179487179560e+02,8.999999717724152859e+00
6.122448979591836427e+00,1.230769230769230944e+02,8.999999908916663571e+00
6.122448979591836427e+00,1.282051282051282044e+02,8.999999947811987866e+00
6.122448979591836427e+00,1.333333333333333428e+02,8.999999946728122424e+00
6.122448979591836427e+00,1.384615384615384812e+02,8.999999906920981729e+00
6.122448979591836427e+00,1.435897435897435912e+02,8.999999741546636400e+00
6.122448979591836427e+00,1.487179487179487296e+02,8.999998965244827787e+00
6.122448979591836427e+00,1.538461538461538680e+02,8.999994639918348582e+00
6.122448979591836427e+00,1.589743589743589780e+02,8.999967752440435120e+00
6.122448979591836427e+00,1.641025641025641164e+02,8.999795672511059053e+00
6.122448979591836427e+00,1.692307692307692548e+02,8.998741742341408667e+00
6.122448979591836427e+00,1.743589743589743648e+02,8.992897059876955979e+00
6.122448979591836427e+00,1.794871794871795032e+02,8.964542037259722207e+00
6.122448979591836427e+00,1.846153846153846416e+02,8.846389724248687969e+00
6.122448979591836427e+00,1.897435897435897516e+02,8.432832740594365717e+00
6.122448979591836427e+00,1.948717948717948900e+02,7.300931524697072739e+00
6.122448979591836427e+00,2.000000000000000000e+02,5.250000000000004441e+00
1.224489795918367285e+01,0.000000000000000000e+00,5.250000000000000888e+00
1.224489795918367285e+01,5.128205128205128638e+00,8.986196843572518134e+00
1.224489795918367285e+01,1.025641025641025728e+01,8.999957247805193461e+00
1.224489795918367285e+01,1.538461538461538680e+01,8.999999648864646318e+00
1.224489795918367285e+01,2.051282051282051455e+01,8.999999989088461660e+00
1.224489795918367285e+01,2.564102564102564230e+01,8.999999998418040548e+00
1.224489795918367285e+01,3.076923076923077360e+01,8.999999998880927166e+00
1.224489795918367285e+01,3.589743589743589780e+01,8.999999996579914452e+00
1.224489795918367285e+01,4.102564102564102910e+01,8.999999965563722171e+00
1.224489795918367285e+01,4.615384615384616041e+01,8.999999224217379634e+00
1.224489795918367285e+01,5.128205128205128460e+01,8.999975250225658030e+00
1.224489795918367285e+01,5.641025641025641590e+01,8.999305307932814912e+00
1.224489795918367285e+01,6.153846153846154721e+01,8.988990848482561802e+00
1.224489795918367285e+01,6.666666666666667140e+01,8.931803804494190757e+00
1.224489795918367285e+01,7.179487179487179560e+01,8.870383678161628538e+00
1.224489795918367285e+01,7.692307692307693401e+01,8.931251784983553321e+00
1.224489795918367285e+01,8.205128205128205821e+01,8.989704602637115016e+00
1.224489795918367285e+01,8.717948717948718240e+01,8.999493060162855329e+00
1.224489795918367285e+01,9.230769230769232081e+01,8.999989253900009700e+00
1.224489795918367285e+01,9.743589743589744501e+01,8.999999862571451459e+00
1.224489795918367285e+01,1.025641025641025692e+02,8.999999998465590068e+00
1.224489795918367285e+01,1.076923076923077076e+02,8.999999999978482990e+00
1.224489795918367285e+01,1.128205128205128318e+02,8.999999999999479527e+00
1.224489795918367285e+01,1.179487179487179560e+02,8.999999999999973355e+00
1.224489795918367285e+01,1.230769230769230944e+02,8.999999999999998224e+00
1.224489795918367285e+01,1.282051282051282044e+02,9.000000000000000000e+00
1.224489795918367285e+01,1.333333333333333428e+02,9.000000000000000000e+00
1.224489795918367285e+01,1.384615384615384812e+02,8.999999999999994671e+00
1.224489795918367285e+01,1.435897435897435912e+02,8.999999999999957367e+00
1.224489795918367285e+01,1.487179487179487296e+02,8.999999999999415579e+00
1.224489795918367285e+01,1.538461538461538680e+02,8.999999999987748467e+00
1.224489795918367285e+01,1.589743589743589780e+02,8.999999999665634576e+00
1.224489795918367285e+01,1.641025641025641164e+02,8.999999989903226805e+00
1.224489795918367285e+01,1.692307692307692548e+02,8.999999704103641918e+00
1.224489795918367285e+01,1.743589743589743648e+02,8.999992329128939872e+00
1.224489795918367285e+01,1.794871794871795032e+02,8.999833105773143771e+00
1.224489795918367285e+01,1.846153846153846416e+02,8.996998774861273418e+00
1.224489795918367285e+01,1.897435897435897516e+02,8.954823687250570430e+00
1.224489795918367285e+01,1.948717948717948900e+02,8.440678574690837266e+00
1.224489795918367285e+01,2.000000000000000000e+02,5.250000000000007994e+00
1.836734693877550839e+01,0.000000000000000000e+00,5.250000000000000888e+00
1.836734693877550839e+01,5.128205128205128638e+00,8.998783742853246892e+00
1.836734693877550839e+01,1.025641025641025728e+01,8.999999599163700736e+00
1.836734693877550839e+01,1.538461538461538680e+01,8.999999999496555603e+00
1.836734693877550839e+01,2.051282051282051455e+01,8.999999999996108002e+00
1.836734693877550839e+01,2.564102564102564230e+01,8.999999999999756639e+00
1.836734693877550839e+01,3.076923076923077360e+01,8.999999999999868550e+00
1.836734693877550839e+01,3.589743589743589780e+01,8.999999999999493738e+00
1.836734693877550839e+01,4.102564102564102910e+01,8.999999999990544453e+00
1.836734693877550839e+01,4.615384615384616041e+01,8.999999999498577097e+00
1.836734693877550839e+01,5.128205128205128460e+01,8.999999959689233719e+00
1.836734693877550839e+01,5.641025641025641590e+01,8.999997418465232712e+00
1.836734693877550839e+01,6.153846153846154721e+01,8.999926791758818823e+00
1.836734693877550839e+01,6.666666666666667140e+01,8.999424519078786489e+00
1.836734693877550839e+01,7.179487179487179560e+01,8.999074396930698327e+00
1.836734693877550839e+01,7.692307692307693401e+01,8.999728298615902844e+00
1.836734693877550839e+01,8.205128205128205821e+01,8.999984290232088568e+00
1.836734693877550839e+01,8.717948717948718240e+01,8.999999770858799764e+00
1.836734693877550839e+01,9.230769230769232081e+01,8.999999998766529785e+00
1.836734693877550839e+01,9.743589743589744501e+01,8.999999999996104449e+00
1.836734693877550839e+01,1.025641025641025692e+02,8.999999999999991118e+00
1.836734693877550839e+01,1.076923076923077076e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.128205128205128318e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.179487179487179560e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.230769230769230944e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.282051282051282044e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.333333333333333428e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.384615384615384812e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.435897435897435912e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.487179487179487296e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.538461538461538680e+02,9.000000000000001776e+00
1.836734693877550839e+01,1.589743589743589780e+02,8.999999999999984013e+00
1.836734693877550839e+01,1.641025641025641164e+02,8.999999999998465228e+00
1.836734693877550839e+01,1.692307692307692548e+02,8.999999999868204981e+00
1.836734693877550839e+01,1.743589743589743648e+02,8.999999989392126309e+00
1.836734693877550839e+01,1.794871794871795032e+02,8.999999234630241318e+00
1.836734693877550839e+01,1.846153846153846416e+02,8.999951089364927270e+00
1.836734693877550839e+01,1.897435897435897516e+02,8.997198799814716708e+00
1.836734693877550839e+01,1.948717948717948900e+02,8.854775032618055874e+00
1.836734693877550839e+01,2.000000000000000000e+02,5.250000000000012434e+00
2.448979591836734571e+01,0.000000000000000000e+00,5.250000000000000888e+00
2.448979591836734571e+01,5.128205128205128638e+00,8.999770001484442616e+00
2.448979591836734571e+01,1.025641025641025728e+01,8.999999983836739048e+00
2.448979591836734571e+01,1.538461538461538680e+01,8.999999999994585664e+00
2.448979591836734571e+01,2.051282051282051455e+01,8.999999999999987566e+00
2.448979591836734571e+01,2.564102564102564230e+01,9.000000000000001776e+00
2.448979591836734571e+01,3.076923076923077360e+01,9.000000000000001776e+00
2.448979591836734571e+01,3.589743589743589780e+01,9.000000000000001776e+00
2.448979591836734571e+01,4.102564102564102910e+01,8.999999999999991118e+00
2.448979591836734571e+01,4.615384615384616041e+01,8.999999999999337419e+00
2.448979591836734571e+01,5.128205128205128460e+01,8.999999999943016249e+00
2.448979591836734571e+01,5.641025641025641590e+01,8.999999996592858764e+00
2.448979591836734571e+01,6.153846153846154721e+01,8.999999925880070251e+00
2.448979591836734571e+01,6.666666666666667140e+01,8.999999641910576997e+00
2.448979591836734571e+01,7.179487179487179560e+01,8.999999711952064274e+00
2.448979591836734571e+01,7.692307692307693401e+01,8.999999963705539230e+00
2.448979591836734571e+01,8.205128205128205821e+01,8.999999999160554154e+00
2.448979591836734571e+01,8.717948717948718240e+01,8.999999999994969357e+00
2.448979591836734571e+01,9.230769230769232081e+01,8.999999999999989342e+00
2.448979591836734571e+01,9.743589743589744501e+01,9.000000000000001776e+00
2.448979591836734571e+01,1.025641025641025692e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.076923076923077076e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.128205128205128318e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.179487179487179560e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.230769230769230944e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.282051282051282044e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.333333333333333428e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.384615384615384812e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.435897435897435912e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.487179487179487296e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.538461538461538680e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.589743589743589780e+02,9.000000000000001776e+00
2.448979591836734571e+01,1.641025641025641164e+02,9.000000000000000000e+00
2.448979591836734571e+01,1.692307692307692548e+02,8.999999999999861444e+00
2.448979591836734571e+01,1.743589743589743648e+02,8.999999999979252152e+00
2.448979591836734571e+01,1.794871794871795032e+02,8.999999996547705550e+00
2.448979591836734571e+01,1.846153846153846416e+02,8.999999352074382841e+00
2.448979591836734571e+01,1.897435897435897516e+02,8.999863983357540675e+00
2.448979591836734571e+01,1.948717948717948900e+02,8.968953809538851019e+00
2.448979591836734571e+01,2.000000000000000000e+02,5.250000000000016875e+00
3.061224489795918302e+01,0.000000000000000000e+00,5.250000000000000888e+00
3.061224489795918302e+01,5.128205128205128638e+00,8.999895894143179476e+00
3.061224489795918302e+01,1.025641025641025728e+01,8.999999996561932392e+00
3.061224489795918302e+01,1.538461538461538680e+01,8.999999999999422684e+00
3.061224489795918302e+01,2.051282051282051455e+01,9.000000000000000000e+00
3.061224489795918302e+01,2.564102564102564230e+01,9.000000000000001776e+00
3.061224489795918302e+01,3.076923076923077360e+01,9.000000000000001776e+00
3.061224489795918302e+01,3.589743589743589780e+01,9.000000000000001776e+00
3.061224489795918302e+01,4.102564102564102910e+01,9.000000000000001776e+00
3.061224489795918302e+01,4.615384615384616041e+01,9.000000000000000000e+00
3.061224489795918302e+01,5.128205128205128460e+01,8.999999999999936051e+00
3.061224489795918302e+01,5.641025641025641590e+01,8.999999999998662403e+00
3.061224489795918302e+01,6.153846153846154721e+01,8.999999999991345589e+00
3.061224489795918302e+01,6.666666666666667140e+01,8.999999999988400390e+00
3.061224489795918302e+01,7.179487179487179560e+01,8.999999999997342570e+00
3.061224489795918302e+01,7.692307692307693401e+01,8.999999999999891642e+00
3.061224489795918302e+01,8.205128205128205821e+01,9.000000000000000000e+00
3.061224489795918302e+01,8.717948717948718240e+01,9.000000000000001776e+00
3.061224489795918302e+01,9.230769230769232081e+01,9.000000000000001776e+00
3.061224489795918302e+01,9.743589743589744501e+01,9.000000000000001776e+00
3.061224489795918302e+01,1.025641025641025692e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.076923076923077076e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.128205128205128318e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.179487179487179560e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.230769230769230944e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.282051282051282044e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.333333333333333428e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.384615384615384812e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.435897435897435912e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.487179487179487296e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.538461538461538680e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.589743589743589780e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.641025641025641164e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.692307692307692548e+02,9.000000000000001776e+00
3.061224489795918302e+01,1.743589743589743648e+02,8.999999999999939604e+00
3.061224489795918302e+01,1.794871794871795032e+02,8.999999999984353849e+00
3.061224489795918302e+01,1.846153846153846416e+02,8.999999993070160187e+00
3.061224489795918302e+01,1.897435897435897516e+02,8.999994888705165508e+00
3.061224489795918302e+01,1.948717948717948900e+02,8.994434092596174324e+00
3.061224489795918302e+01,2.000000000000000000e+02,5.250000000000022204e+00
3.673469387755101678e+01,0.000000000000000000e+00,5.250000000000000888e+00
3.673469387755101678e+01,5.128205128205128638e+00,8.999886826956981167e+00
3.673469387755101678e+01,1.025641025641025728e+01,8.999999996125579216e+00
3.673469387755101678e+01,1.538461538461538680e+01,8.999999999999388933e+00
3.673469387755101678e+01,2.051282051282051455e+01,9.000000000000001776e+00
3.673469387755101678e+01,2.564102564102564230e+01,9.000000000000001776e+00
3.673469387755101678e+01,3.076923076923077360e+01,9.000000000000001776e+00
3.673469387755101678e+01,3.589743589743589780e+01,9.000000000000001776e+00
3.673469387755101678e+01,4.102564102564102910e+01,9.000000000000001776e+00
3.673469387755101678e+01,4.615384615384616041e+01,9.000000000000001776e+00
3.673469387755101678e+01,5.128205128205128460e+01,9.000000000000001776e+00
3.673469387755101678e+01,5.641025641025641590e+01,9.000000000000001776e+00
3.673469387755101678e+01,6.153846153846154721e+01,9.000000000000001776e+00
3.673469387755101678e+01,6.666666666666667140e+01,9.000000000000001776e+00
3.673469387755101678e+01,7.179487179487179560e+01,9.000000000000001776e+00
3.673469387755101678e+01,7.692307692307693401e+01,9.000000000000001776e+00
3.673469387755101678e+01,8.205128205128205821e+01,9.000000000000001776e+00
3.673469387755101678e+01,8.717948717948718240e+01,9.000000000000001776e+00
3.673469387755101678e+01,9.230769230769232081e+01,9.000000000000001776e+00
3.673469387755101678e+01,9.743589743589744501e+01,9.000000000000001776e+00
3.673469387755101678e+01,1.025641025641025692e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.076923076923077076e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.128205128205128318e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.179487179487179560e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.230769230769230944e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.282051282051282044e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.333333333333333428e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.384615384615384812e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.435897435897435912e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.487179487179487296e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.538461538461538680e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.589743589743589780e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.641025641025641164e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.692307692307692548e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.743589743589743648e+02,9.000000000000001776e+00
3.673469387755101678e+01,1.794871794871795032e+02,8.999999999999927169e+00
3.673469387755101678e+01,1.846153846153846416e+02,8.999999999937905670e+00
3.673469387755101678e+01,1.897435897435897516e+02,8.999999847046192158e+00
3.673469387755101678e+01,1.948717948717948900e+02,8.999142440296418854e+00
3.673469387755101678e+01,2.000000000000000000e+02,5.250000000000027534e+00
4.285714285714285410e+01,0.000000000000000000e+00,5.250000000000000888e+00
4.285714285714285410e+01,5.128205128205128638e+00,8.999733368302409886e+00
4.285714285714285410e+01,1.025641025641025728e+01,8.999999981032120289e+00
4.285714285714285410e+01,1.538461538461538680e+01,8.999999999995132782e+00
4.285714285714285410e+01,2.051282051282051455e+01,8.999999999999994671e+00
4.285714285714285410e+01,2.564102564102564230e+01,9.000000000000001776e+00
4.285714285714285410e+01,3.076923076923077360e+01,9.000000000000001776e+00
4.285714285714285410e+01,3.589743589743589780e+01,9.000000000000001776e+00
4.285714285714285410e+01,4.102564102564102910e+01,9.000000000000001776e+00
4.285714285714285410e+01,4.615384615384616041e+01,9.000000000000001776e+00
4.285714285714285410e+01,5.128205128205128460e+01,9.000000000000001776e+00
4.285714285714285410e+01,5.641025641025641590e+01,9.000000000000001776e+00
4.285714285714285410e+01,6.153846153846154721e+01,9.000000000000001776e+00
4.285714285714285410e+01,6.666666666666667140e+01,9.000000000000001776e+00
4.285714285714285410e+01,7.179487179487179560e+01,9.000000000000001776e+00
4.285714285714285410e+01,7.692307692307693401e+01,9.000000000000001776e+00
4.285714285714285410e+01,8.205128205128205821e+01,9.000000000000001776e+00
4.285714285714285410e+01,8.717948717948718240e+01,9.000000000000001776e+00
4.285714285714285410e+01,9.230769230769232081e+01,9.000000000000001776e+00
4.285714285714285410e+01,9.743589743589744501e+01,9.000000000000001776e+00
4.285714285714285410e+01,1.025641025641025692e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.076923076923077076e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.128205128205128318e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.179487179487179560e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.230769230769230944e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.282051282051282044e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.333333333333333428e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.384615384615384812e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.435897435897435912e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.487179487179487296e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.538461538461538680e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.589743589743589780e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.641025641025641164e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.692307692307692548e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.743589743589743648e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.794871794871795032e+02,9.000000000000001776e+00
4.285714285714285410e+01,1.846153846153846416e+02,8.999999999999493738e+00
4.285714285714285410e+01,1.897435897435897516e+02,8.999999996073629660e+00
4.285714285714285410e+01,1.948717948717948900e+02,8.999881139470009117e+00
4.285714285714285410e+01,2.000000000000000000e+02,5.250000000000031974e+00
4.897959183673469141e+01,0.000000000000000000e+00,5.250000000000000888e+00
4.897959183673469141e+01,5.128205128205128638e+00,8.998883336798987997e+00
4.897959183673469141e+01,1.025641025641025728e+01,8.999999724314873717e+00
4.897959183673469141e+01,1.538461538461538680e+01,8.999999999829531916e+00
4.897959183673469141e+01,2.051282051282051455e+01,8.999999999999664269e+00
4.897959183673469141e+01,2.564102564102564230e+01,9.000000000000000000e+00
4.897959183673469141e+01,3.076923076923077360e+01,9.000000000000001776e+00
4.897959183673469141e+01,3.589743589743589780e+01,9.000000000000001776e+00
4.897959183673469141e+01,4.102564102564102910e+01,9.000000000000001776e+00
4.897959183673469141e+01,4.615384615384616041e+01,9.000000000000001776e+00
4.897959183673469141e+01,5.128205128205128460e+01,9.000000000000001776e+00
4.897959183673469141e+01,5.641025641025641590e+01,9.000000000000001776e+00
4.897959183673469141e+01,6.153846153846154721e+01,9.000000000000001776e+00
4.897959183673469141e+01,6.666666666666667140e+01,9.000000000000001776e+00
4.897959183673469141e+01,7.179487179487179560e+01,9.000000000000001776e+00
4.897959183673469141e+01,7.692307692307693401e+01,9.000000000000001776e+00
4.897959183673469141e+01,8.205128205128205821e+01,9.000000000000001776e+00
4.897959183673469141e+01,8.717948717948718240e+01,9.000000000000001776e+00
4.897959183673469141e+01,9.230769230769232081e+01,9.000000000000001776e+00
4.897959183673469141e+01,9.743589743589744501e+01,9.000000000000001776e+00
4.897959183673469141e+01,1.025641025641025692e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.076923076923077076e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.128205128205128318e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.179487179487179560e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.230769230769230944e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.282051282051282044e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.333333333333333428e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.384615384615384812e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.435897435897435912e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.487179487179487296e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.538461538461538680e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.589743589743589780e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.641025641025641164e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.692307692307692548e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.743589743589743648e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.794871794871795032e+02,9.000000000000001776e+00
4.897959183673469141e+01,1.846153846153846416e+02,8.999999999999996447e+00
4.897959183673469141e+01,1.897435897435897516e+02,8.999999999902852821e+00
4.897959183673469141e+01,1.948717948717948900e+02,8.999984111189432312e+00
4.897959183673469141e+01,2.000000000000000000e+02,5.250000000000037303e+00
5.510204081632652873e+01,0.000000000000000000e+00,5.250000000000000888e+00
5.510204081632652873e+01,5.128205128205128638e+00,8.993666920321313540e+00
5.510204081632652873e+01,1.025641025641025728e+01,8.999992934548624035e+00
5.510204081632652873e+01,1.538461538461538680e+01,8.999999987296178006e+00
5.510204081632652873e+01,2.051282051282051455e+01,8.999999999960641262e+00
5.510204081632652873e+01,2.564102564102564230e+01,8.999999999999811706e+00
5.510204081632652873e+01,3.076923076923077360e+01,9.000000000000000000e+00
5.510204081632652873e+01,3.589743589743589780e+01,9.000000000000001776e+00
5.510204081632652873e+01,4.102564102564102910e+01,9.000000000000001776e+00
5.510204081632652873e+01,4.615384615384616041e+01,9.000000000000001776e+00
5.510204081632652873e+01,5.128205128205128460e+01,9.000000000000001776e+00
5.510204081632652873e+01,5.641025641025641590e+01,9.000000000000001776e+00
5.510204081632652873e+01,6.153846153846154721e+01,9.000000000000001776e+00
5.510204081632652873e+01,6.666666666666667140e+01,9.000000000000001776e+00
5.510204081632652873e+01,7.179487179487179560e+01,9.000000000000001776e+00
5.510204081632652873e+01,7.692307692307693401e+01,9.000000000000001776e+00
5.510204081632652873e+01,8.205128205128205821e+01,9.000000000000001776e+00
5.510204081632652873e+01,8.717948717948718240e+01,9.000000000000001776e+00
5.510204081632652873e+01,9.230769230769232081e+01,9.000000000000001776e+00
5.510204081632652873e+01,9.743589743589744501e+01,9.000000000000001776e+00
5.510204081632652873e+01,1.025641025641025692e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.076923076923077076e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.128205128205128318e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.179487179487179560e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.230769230769230944e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.282051282051282044e+02,9.000000000000001776e+00
5.510204081632652873e+01,1.333333333333333428e+02,9.000000000000001776e+00
